name,long_description,short_description
stunfisk,"Marrón, Stunfisk está basado tanto en un lenguado como en una raya eléctrica y además en una trampa eléctrica. Stunfisk posee un cuerpo plano de color marrón claro, perfilado de color marrón más oscuro. Su cola y un símbolo de exclamación que posee sobre su cuerpo son de color amarillos. Posee un par de aletas que usa para nadar en el agua o revolotear en el aire. Como todos los peces planos, sus dos ojos están en la parte superior del cuerpo y además posee una boca en forma de pico redondeado de color crema.",
stunky,"Morado, Stunky está basado en una mofeta o zorrillo. Cuando es atacado este Pokémon despide un líquido que forma un olor maloliente de sus cuartos traseros, este hedor repele a cualquier Pokémon a 2 kilómetros a la redonda y puede llegar a permanecer en el sitio hasta por 24 horas, llegando incluso a afectar a las personas que se encuentren en este radio de distancia.",
sudowoodo,"Marrón, El motivo por el cual Sudowoodo aun pareciendo una especie árbol es únicamente tipo roca es porque realmente no es un árbol, solo finge ser uno.",
suicune,"Azul, Suicune puede estar basado en una pantera negra, o tal vez en una onza, mejor conocido como leopardo de las nieves, aunque su estilizado cuerpo y velocidad hacen pensar que tal vez esté basado en un guepardo. O quizás en un lobo ártico.",
sunflora,"Amarillo, Sunflora está basado en un girasol, este alegre Pokémon suele vivir en praderas soleadas y se le puede ver en parques y jardines de ciudades. Busca el sol, pues es su fuente principal de vida. Cuanto más sol recibe, más puede crecer. Hay casos de Sunflora que han llegado a igualar árboles.",
sunkern,"Amarillo, Está basado en una semilla plantada en una maceta, concretamente una pipa de girasol. Su apariencia y fácil manejo ha hecho de este Pokémon uno de los preferidos para los entrenadores principiantes. Sin embargo, es un Pokémon bastante débil. La única forma que tiene de defenderse es agitar las hojas con desesperación frente a su rival, sobre todo cuando los Spearow intentan picotearlo.",
surskit,"Azul, Surskit está basado en un zapatero. Estos Pokémon poseen dos pares de patas muy parecidas a tentáculos por su elasticidad, que le permiten no romper la tensión superficial del agua, segregando un aceite especial, el cual lo hace desplazarse como si estuviese patinando y con mucha facilidad. Por esto son conocidos como los Pokémon patinadores de estanques. ",
swablu,"Azul, Estos amigables Pokémon suelen vivir en valles y montañas en manadas lideradas por Altaria y le encantan sobrepasar por las nubes las montañas de cada región. Son muy amigables y les encanta jugar con las personas a esconderse para que no las encuentren para atraparlas o incluso se pueden posar sobre tu cabeza para simular un gorro sedoso. En días despejados se suelen confundir con pequeñas nubes en el cielo ya que se camuflan muy bien en él.",
swadloon,"Verde, Parece ser un capullo pero envuelto en hojas, al igual que su preevolución su cuerpo es de tonalidad amarilla. Se desconoce su forma exacta ya que siempre se encuentra cubierto de hojas, de su cubierta solo se le pueden ver sus ojos y boca.",
swalot,"Morado, Swalot es una enorme bolsa de veneno de color morada con rombos negros y unos largos bigotes amarillos. Swalot no posee dientes, por lo que puede tragarse cualquier cosa, en su boca cabe un neumático entero. Sus jugos digestivos son tan potentes que pueden disolver una roca en segundos. Lo único que Swalot no puede digerir es su propio estómago. Puede abrir su boca alcanzando una altura de más de 3 metros.",
swampert,"Azul, Swampert se caracteriza por ser una de las evoluciones de un Pokémon inicial más fuertes, debido a sus brazos enormes, es capaz de levantar un autobús con facilidad. Su fuerza también le ayuda a la hora de atacar, puesto que sus poderosas extremidades le permiten aferrarse al suelo al usar agua lodosa o terremoto. También puede predecir tormentas con sus aletas. Si está a punto de estallar una, empezará a apilar piedras para resguardarse de las tormentas. Puede acumular la humedad del agua y crear un poderoso hidrocañón.",
swanna,"Blanco, Swanna está basado en un cisne, y su línea evolutiva en el cuento ""El patito feo"". Presenta un par de grandes alas blancas y patas negras parecidas a las de uno de estos animales. Además, tiene dos zonas de plumas azules que cubren la mayoría de su pecho, con forma similar a un bikini. Swanna tiene un peinado muy peculiar y elegante, basado en las diademas que se colocan las bailarinas de ballet. También en la cola presenta algunas plumas azules.",
swellow,"Azul, Swellow está basado en una golondrina, aunque también puede estar basado en una paloma torcaz por su forma. En cuanto a la agilidad y forma de capturar a sus presas, recuerda a un halcón peregrino, o incluso un martín pescador.",
swinub,"Marrón, Es un pequeño Pokémon con forma de cerdo que habita en lugares fríos cerca de montañas, gracias a su grueso pelaje que los protege perfectamente de estas condiciones climáticas.",
swirlix,"Blanco, Swirlix está basado en una creencia de la cultura japonesa, donde el algodón de azúcar, así como otros caramelos, está ligado a las hadas. También el nombre australiano del algodón de azúcar es fairy floss (hilo de hada).",
swoobat,"Azul, Swoobat tiene una forma similar a la de su pre-evolución, Woobat, tanto en su par de alas, aunque un poco más grandes, como su nariz, la cual tiene fosas nasales en forma de corazón, que sugiere que ambos estén basados en un murciélago de nariz de corazón. Sin embargo, Swoobat es de un tono mucho más azul oscuro, un par de ojos visibles, orejas y dos piernas. También tiene una cola con una extraña forma similar a un corazón. Es un Pokémon depredador, pero se conforma con presas pequeñas, y suelen llevar manadas de Woobat a los que mantiene unidos por los ultrasonidos que genera.",
sylveon,"Rosa, Sylveon tiene apariencia de zorro con orejas de conejo y está basado en Las Sílfides, un ballet clásico que retrata bellas sílfides con finos vestuarios llenos de vuelos, cintas y lazos, característicos de Sylveon. Es un Pokémon cuadrúpedo de piel de color blanquecino con apéndices en forma de cinta con detalles en rosa y azul pastel, también es un Pokémon muy simpático.",
taillow,"Azul, Taillow está basado en una golondrina.",
talonflame,"Rojo, Talonflame está basado en un halcón peregrino, aunque su plumaje es más similar al de un cernícalo vulgar.",
tangela,"Azul, Tangela se basa en la deidad Medusa de la mitología griega.",
tangrowth,"Azul, Tangrowth es similar a Tangela, sólo que al evolucionar se vuelve más grande y ahora tiene unos extensos brazos. Este Pokémon tiene los brazos muy flexibles, principalmente porque son lianas; si algún brazo se le rompe se regenera en pocos segundos. Su escaso movimiento dificulta encontrarlo en estado salvaje, y aún más deducir si realmente se trata de un Tangrowth o sólo de una planta silvestre.",
tapu_bulu,"Rojo, Se le conoce como el espíritu guardián de Ula-Ula, una de las islas de la región de Alola. Los colores de Tapu Bulu son los que dan nombre a la isla en la cual es venerado como guardián (ula'ula significa ""rojo"" en hawaiano). Tapu Bulu representa una de las cuatro deidades principales hawaianas, el dios de la creación y fertilidad Kāne, quien también es identificado con los bosques.",
tapu_fini,"Morado, Tapu Fini está basado en una de las cuatro deidades principales hawaianas, el dios de los océanos y de la muerte Kanaloa. Se le conoce como el espíritu guardián de Poni, una de las islas de la región de Alola. Los colores de Tapu Fini son los que dan nombre a la isla en la cual es venerado como guardián (poni significa ""morado"" en hawaiano). ",
tapu_koko,"Amarillo, Tapu Koko está basado en una de las cuatro deidades principales hawaianas, el dios de la guerra Kū, motivo por el que se le rinde respeto a través de combates Pokémon durante el festival en su honor. De igual forma, se basa en un guerrero hawaiano, como se puede notar por su piel oscura, su extravagante peinado y su armamento, el cual además puede usar para cubrirse completamente y formar el rostro de un pájaro en representación a Kū como si de la pieza de un tótem se tratase. Se le conoce como el espíritu guardián de Melemele, una de las islas de la región de Alola. Los colores de Tapu Koko son los que dan nombre a la isla en la cual es venerado como guardián (melemele significa ""amarillo"" en hawaiano). ",
tapu_lele,"Rosa, Tapu Lele está basado en Lono, una de las cuatro deidades principales hawaianas (el dios de la paz y los cielos) y en una mariposa. Se le conoce como el espíritu guardián de Akala, una de las islas de la región de Alola. Los colores de Tapu Lele son los que dan nombre a la isla en la cual es venerado como guardián (âkala significa ""rosa"" en hawaiano). ",
tauros,"Marrón, Este es un Pokémon que fácilmente se le pueden ver en llanuras, normalmente se encuentra en numerosas manadas de decenas de individuos. Tiene tres colas que le ayudan a ganar gran velocidad y mantener el equilibrio; también tiene una espesa melena que le es útil para cubrirse en climas desfavorables y tres perlas en la frente que le ayudan a amortiguar embestidas para así protegerse de ser desnucado. Pueden ser vistos cerca de algunas aldeas parecidas al medio oeste. Tiene forma de toro. Puesto que siempre son machos, es compatible con Miltank para emparejarse.",
teddiursa,"Marrón, Teddiursa está basado tanto en una cría de oso como en la constelación Osa Menor. En la cabeza de Teddiursa aparece una media luna y en el vientre de Ursaring una luna llena, simbolizando las fases de la luna por su crecimiento en la evolución, así como haciendo referencia a las constelaciones.",
tentacool,"Azul, Está basado en una medusa con rasgos cefalópodos. Su cuerpo está compuesto un 99% de agua y un 1% del órgano que segrega sus toxinas. Porta en la frente y a ambos lados de la cabeza tres curiosos cristales de color rojo, los cuales parecen joyas. Absorbe energía solar y la refracta usando agua dentro de su cuerpo para convertirla en un rayo de energía, estos rayos son disparados desde sus órganos rojos y cristalinos que se encuentran encima de sus ojos. Sus dos tentáculos poseen veneno, que libera por unos aguijones en los extremos de estos con los cuales atrapa a sus presas, si no pueden encontrar alguna, pueden sobrevivir alimentándose de plancton.",
tentacruel,"Azul, Es también conocido como el gangster del mar. Tiene cerca de unos ochenta tentáculos que puede alargar o acortar a su voluntad, los usa para atrapar a su presa y debilitarla mediante una sustancia muy tóxica que segrega por sus picos, una vez atrapada su presa, no la suelta pase lo que pase, se le ha visto usar sus tentáculos de diferentes maneras, ya sea a modo de ""brazos"" para alcanzar a sus presas con, esta técnica puede llegar a alcanzar hasta 80 presas a la vez, es decir una por cada tentáculo que tiene, otra manera es entretejerlos como una red para impedir que sus presas escapen. Es de un cuerpo gelatinoso en la parte de la cabeza, solo sus picos venenosos están hechos de un material sólido.",
tepig,"Rojo, Tepig está basado en un cerdo. Tiene ojos grandes, la cabeza de color negro y amarillo y grandes orejas. Su cola tiene forma de espiral con una esfera roja al final. En la parte trasera de su lomo, su pelaje es negro, mientras que el resto de su cuerpo es anaranjado y en sus patas delanteras tiene unas pezuñas negras. En la parte negra de su pelo se forma una figura como la del calzón de un luchador que le envuelve las patas traseras y contrasta la parte naranja.",
terrakion,"Gris, Terrakion está basado en el personaje de Porthos de la novela Los tres mosqueteros. Al igual que Porthos, Terrakion es el más grande y más pesado. También tiene rasgos de buey, toro y takín.",
thievul,"Marrón, Thievul está basado en un zorro rojo y en el estereotipo de un ladrón con antifaz. También se encuentra inspirado en el personaje histórico Guy Fawkes, un terrorista inglés del siglo XVII que da nombre a la Noche de Guy Fawkes, famosa festividad británica que se celebra cada 5 de noviembre. Su inspiración, aparte del juego de palabras entre Fox y el apellido Fawkes, se debe al bigote y las marcas de la cara, que asemejan tanto a Guy Fawkes como a su famosa máscara popularizada por V de Vendetta, así como otros detalles que asemejan a su vestimenta. El cuerpo de Thievul es mayormente marrón rojizo, pero tiene partes negras bastante visibles en el contorno de sus ojos, el extremo de su cola, en la parte superior de su lomo y en sus patas, las cuales se asemejan a botas. Por su parte, el pecho y la sección que se encuentra entre su nariz y sus ojos tienen un tono blanco definido.",
throh,"Rojo, Throh está basado en un judoka. Los Throh suelen ir en manadas de cinco y normalmente suelen pelearse en una lucha que suele durar varios minutos. Los Throh sienten por naturaleza pasión de enfrentarse a enemigos más grandes que ellos y derribarlos con sus habilidades de judo, aunque sus enemigos más comunes son los Sawk. Al encontrarse no dejarán de pelear hasta que uno se proclame vencedor. Throh potencia su fuerza al apretar el cinturón que porta. Un Throh silvestre utiliza lianas para hacer su cinturón.",
thundurus,"Azul, Thundurus está basado en Raijin, el dios japonés del rayo, y en un genio. Su forma tótem está basado en una de las cuatro bestias sagradas de China: el Dragón Azur (representa el este).",
thwackey,"Verde, Thwackey está basado en un mono ardilla. El pelaje de la mayor parte de su cuerpo es verde, con el hocico y las manos de color naranja. Sus orejas, cola y brazos son de color marrón, también tiene lo que parece ser mangas verdes, una en cada brazo. Posee unos ojos marrones con toques de amarillo y alrededor de ellos se puede observar algo similar a un antifaz de un color más claro, y en su pecho tiene una marca semejante a una flecha apuntando hacia abajo. De la parte alta de su cabeza sobresalen cuatro hojas que asimilan una cresta, aunque, a veces están atravesadas por sus dos baquetas.",
timburr,"Gris, Es un Pokémon generalmente brusco. Es más bien buscado por entrenadores que en su vida diaria utilizan la fuerza, como los luchadores, karatekas, constructores, etc. Además de que su poder es brusco, es un Pokémon digno de fiar. Es fiel con su entrenador y si algo le pasa no dudará en defenderlo. Su hábitat natural son las montañas y algunos bosques con muchos recursos que se puedan romper. Lucha bamboleando vigas de madera, las cuales rara vez sueltan, a excepción de como sea el uso de algunos ataques. Cuando las transporta sin dificultad es señal de que va a evolucionar. Siempre lleva vigas de madera. Normalmente ayuda en obras de construcción o con karatekas en los dojos. Su poderosa fuerza física mantiene los enemigos a raya ya que son muy competitivos. Las franjas rosadas de su cuerpo son de tejido muscular y pueden crecer durante el combate. Es un Pokémon muy parecido a Machop ya que ayuda a los trabajadores.",
tirtouga,"Azul, Tirtouga está basada en las tortugas prehistóricas Protostega, las segundas más grandes que llegaron a existir, solo después de las Archelon (en las que se basa Carracosta).",
togedemaru,"Gris, Togedemaru está basado en un un roedor de la especie Tokudaia osimensis, que son capaces de erizar los pelos de su lomo. También puede tener cierta morfología de erizo. Togedemaru tiene forma esférica. Su parte frontal es de color blanca, mientras que su espalda y su cola son de color grisáceo. Su espalda está cubierta de lo que a simple vista parecen manchas triangulares marrones y amarillas, sin embargo se tratan de púas que eriza para atacar o defenderse de sus oponentes. Su cola gris en forma de rayo tiene la punta de color amarillo.",
togekiss,"Blanco, Togekiss está basado en una paloma, animal que representa la paz, y en un ala volante. Tiene boca en vez de pico, tres cuernos de color blanco y unas marcas en los cuernos laterales de la cabeza, de color azul y rojo. Sus patas son pequeñas y posee un par de alas robustas que forman en la punta un saliente con una espiral. En el pecho tiene unos triángulos rojos y azules similares a los mismos de Togepi en su cascarón y Togetic en el pecho.",
togepi,"Blanco, Sus características corresponden a una criatura adorable llena de alegría y optimismo. Elige a su entrenador al salir del huevo, del que nunca llega a separarse completamente. Se dice que su cascarón parece estar lleno de felicidad y que trae buena suerte cuando se le trata bien. Togepi siempre busca a personas con buen corazón y buenas intenciones.",
togetic,"Blanco, Togetic esta inspirado en un hada y un polluelo recién salido del cascarón. De color blanco, con las manchas características de sus evoluciones, es el Togepi que rompió el huevo. Ahora sus pies son más largos, con dos dedos, y tiene unas pequeñas alas que le sirven para volar.",
torchic,"Rojo, Torchic está basado en un pollito. Torchic está cubierto por una suave capa de plumas con tonos anaranjados. Sus alas son inútiles para volar debido a su pequeño tamaño.",
torkoal,"Marrón, Torkoal está basado en una tortuga gigante y en un horno de carbón.",
tornadus,"Verde, Tornadus está basado en Fūjin, el espíritu japonés del viento. Su forma tótem está basada en una de las cuatro bestias sagradas de China (el Ave Bermellón, que representa el sur).",
torracat,"Rojo, Torracat está basado en un felino, concretamente en un gato montés. El saco de fuego bajo su cuello se asemeja a un cascabel como el que suelen llevar los gatos domésticos, aunque en apariencia Torracat recuerda más a un gato salvaje. La mitad superior de su cuerpo es de color negro, mientras que la inferior es de color rojo anaranjado, así como sus bigotes, los anillos de la cola y el mechón de pelo en su frente.",
torterra,"Verde, A los Torterra se los suele ver en bosques muy frondosos. El arbusto que antes tenía Grotle en su lomo se ha convertido en un frondoso árbol en el cual algunos Pokémon voladores hacen sus nidos. Esto convierte a Torterra en un Pokémon de naturaleza serena, y muy atento, ya que algunos Pokémon llegan a pasar toda la vida en su lomo, y Torterra siempre vela por ellos. También cambia su tipo con respecto a su preevolución, adquiriendo el tipo tierra, y reflejando mayor relación con este elemento ahora.",
totodile,"Azul, La apariencia de Totodile está basada en un reptil acuático como la cría de un cocodrilo o un lagarto. Tiene un pequeño cuerpo de color azul con una banda amarilla que cruza su pecho. En su espalda y su cola tiene cuatro puntas rojas. Totodile tiene una gran y prominente quijada, llena de dientes agudos, con la que puede incluso romper rocas pequeñas.",
toucannon,"Negro, Toucannon está basado en un tucán toco. Toucannon es un Pokémon con plumas negras y un pico prominente. La parte superior del pico tiene una punta negra con tres bandas rojas cuyo color se aclara gradualmente hacia la base amarilla. La parte inferior del mismo es más pequeña y de color rojo liso. Las bandas rojas en los picos pueden cambiar de color y moverse de la punta a la base. Toucannon tiene ojos azules oscuros, párpados azul claro y cejas grises y dentadas. Hay una marca blanca que cubre su mentón y pecho, y un semicírculo, marca amarilla en cada mejilla. Tiene una larga cola con una punta de plumas rojas alrededor de la base y patas azules. Cada pata tiene dos dedos hacia delante con garras negras y dos dedos hacia atrás sin garras visibles.",
toxapex,"Azul, Toxapex está basado en una estrella de mar, concretamente una corona de espinas, famosas por alimentarse de corales y ser una amenaza para los arrecifes de coral.",
toxel,"Morado, Toxel está basado en una salamandra o tritón, aunque las protuberancias de su cabeza hacen recordar a las que posee un anquilosaurio. También está basado en un bebé, pues posee una capa de piel que se asemeja a un pañal y una apariencia humanoide.",
toxicroak,"Azul, Este Pokémon de aspecto macabro vive en ciénagas, pantanos y zonas húmedas. Cuando se siente en peligro, hincha la bolsa de su garganta y emite un gruñido con aspecto de una lúgubre risa. Puede transmitir su poderoso veneno por su piel y los pinchos de sus manos, los cuales pertenecían a Croagunk ahora se han desarrollado y sobresalen de forma magnifica. ",
toxtricity,"Morado, Toxtricity está basado en un anfibio, especialmente una salamandra o tritón, aunque también posee rasgos de guitarrista o bajista (dependiendo de su forma). Usa las extensiones moradas en su pecho como las cuerdas de una guitarra para tocar música.",
tranquill,"Gris, Tranquill está basado en una mezcla de paloma torcaz y codorniz (como indica su nombre). Es un Pokémon muy territorial, parecido a los Pidgeotto y Staravia en ese aspecto. Su forma de ser cambia drásticamente al evolucionar y a su siguiente evolución cambia aún más. Aunque es un Pokémon que se encuentra en bandadas con los de su misma especie siempre tiene un territorio en especial que cuidará con su vida y nadie le podrá arrebatar. Se alimenta de Pokémon bicho y planta siendo su comida favorita los Sewaddle.",
trapinch,"Marrón, Trapinch esta basado en la etapa de larva de una hormiga león, las cuales de adultas tienen un asombroso parecido con las libélulas. Sus ojos tienen una forma de estrella, que es como si fuera su pupila.",
treecko,"Verde, Treecko está basado en un geco cola de hoja satánico.",
trevenant,"Marrón, Trevenant está basado en un árbol embrujado. Posee seis raíces parecidas a las patas de una araña. Tiene su cuerpo compuesto por un tronco fragmentado y unido a través de una sombra que lo recorre por dentro. Dos arbustos cubren sus muñecas y otro corona su cabeza de la que salen tres retorcidas ramas. En su torso tiene un agujero en forma de boca, y pose un único y penetrante ojo rojo.",
tropius,"Verde, Tropius está basado en un diplodocus, aunque posee numerosos rasgos de una palmera platanera, destacando dos pares de alas en forma de hoja de palmera que le crecen a la espalda y un racimo de plátanos que tiene al cuello. Su cuerpo es principalmente marrón, aunque posee zonas recubiertas por hojas verdes en su cabeza y en la parte inferior de su largo cuello. En sus patas posee garras de color amarillo, con una sola de ellas en sus extremidades delanteras y dos en las traseras.",
trubbish,"Verde, Trubbish tiene la apariencia de una bolsa de basura a la que se le sale la basura por los lados, que hace de brazos similares a tentáculos.",
trumbeak,"Negro, Trumbeak está basado en una mezcla entre un pájaro carpintero y un tucán toco. Además, por la forma que tiene de deformar su pico para hacer sonidos, también tiene influencia de una trompeta o un trombón de varas. El cuerpo de Trumbeak está cubierto principalmente de plumas negras, con algunas zonas de plumaje blanco en la cara, cuello y parte inferior de las alas. Además, alrededor de su cuello hay una franja en zigzag compuesta por plumas rojas. Su pico es largo y afilado, principalmente de color naranja, aunque a medida que se acerca a la punta pasa a rojo y posteriormente a negro. Este pico es muy flexible, pudiendo invertir su curvatura para ejecutar gran variedad de sonidos. Sus ojos son de un color azul claro intenso, mientras que sus patas son finas y de un color grisáceo.",
tsareena,"Morado, Tsareena está basada tanto en el fruto mangostino o mangostán, como en una monarca o reina. Probablemente también tenga algo de influencia en el hecho de que el mangostán sea conocido como la ""reina de las frutas"" debido a una leyenda anglosajona, que reza que la reina Victoria ofrecía una gran recompensa a aquel que le consiguiera llevar un mangostán fresco. Su apariencia con botas altas y comportamiento de pisar a los rivales y reirse de ellos hacen que también está basada en una dominatrix.",
turtonator,"Rojo, Turtonator está basado en una tortuga matamata y en una mina terrestre.",
turtwig,"Verde, Turtwig está basado tanto en una pequeña tortuga, como en un brote. En su cabeza crece un tallo con una rama y de esta salen dos hojas. Su caparazón marrón está constituido completamente de tierra o limo, el cual es húmedo y cálido al tacto. Si el Pokémon está sano, este está húmedo y se endurece cuando Turtwig bebe agua. Generalmente habitan en zonas cercanas a mantos acuíferos ya que necesita agua para mantener las hojas de su cabeza, de lo contrario, al pasar sed, estas se marchitarían. Además, puede realizar la fotosíntesis en todo su cuerpo usando a los rayos del sol para obtener oxígeno y vitalidad, por lo que no debe preocuparse por conseguir otros nutrientes. Al igual que los demás Pokémon iniciales es bastante difícil encontrar a este Pokémon en estado salvaje, sin embargo, es común ver entrenadores en Sinnoh que lo incluyan en su equipo, al ser un inicial de dicha región.",
tympole,"Azul, Tympole está basado en un renacuajo: su cabeza es redonda, tiene ojos ovalados y sus cejas tienen forma de renacuajo, sus oídos parecen tapones o auriculares, su cola es muy parecida a la de Poliwag y le gusta vivir en aguas lodosas. Su cuerpo adquiere una forma circular y no se pueden apreciar en él extremidades. Curiosamente cuando se encuentran al aire libre cantan y saltan como en coreografía, tal vez porque saben movimientos como canon, eco voz y vozarrón; suele atacar en grupos. Gracias al sonido agudo que emiten sus mejillas, un Tympole le puede avisar a sus compañeros cuando se encuentran en presencia de una situación peligrosa, este sonido incluso puede ser llegado a escuchar por los humanos. Pero cuando se trata de una alerta este sonido es imperceptible para todas las especies Pokémon diferentes a Tympole y los humanos.",
tynamo,"Blanco, Tynamo está basado en una anguila eléctrica, en una lamprea y en una dama blanca ciega.",
typhlosion,"Amarillo, Se asemeja a algún tipo de mustélido. Principalmente se parece a una comadreja o a un turón, aunque también se puede comparar con un glotón o con un tejón, especialmente al tejón de la miel o tejón melero. ",
tyranitar,"Verde, Es un Pokémon sumamente territorial y orgulloso de su coraza, y las hembras son unas de las madres más agresivas de todas. En el vientre se puede ver el caparazón de su preevolución, Pupitar. Con tal de tener un nido, es capaz de echar abajo una montaña. Debido a su resistencia, le encanta luchar y nunca desaprovecha la oportunidad. Si se le cría y entrena con cariño, hará lo que sea para proteger a su entrenador, incluso dar su propia vida por él si fuese necesario.",
tyrantrum,"Rojo, Tyrantrum está basado en un Tyrannosaurus rex, en un Carnotaurus y en un rey, debido a la protuberancia en forma de corona de su frente y su pelaje que recuerda a una barba y a una túnica. Su forma variocolor la cual posee color azul, es una referencia al origen de la palabra azul, ya que esta tiene su origen más antiguo en el sánscrito Rājāvarta que significa rizo del rey. Además de que fue la monarquía francesa, la que introdujo al azul como color real.",
tyrogue,"Morado, A pesar de ser un Pokémon pequeño, es capaz de desarrollar una gran fuerza. Tyrogue es un Pokémon bastante valiente y perseverante, el cual nunca se muestra débil cuando desea demostrar su verdadero potencial en la batalla.",
tyrunt,"Marrón, Tyrunt está basado en una cría de Tyrannosaurus rex. Se le caracteriza por su potente mandíbula gris que lo despedaza todo. Tiene dos pequeños cuernos en la cabeza en forma de triángulo de color naranja y unos grandes ojos de color negro. También tiene los dientes muy afilados y una especie de collar blanco en punta. Al final de la cola tiene otro cuerno naranja de la misma forma. Sus brazos son muy pequeños en comparación con sus grandes patas y garras.",
umbreon,"Negro, Cuando el vínculo afectivo entre Eevee y su entrenador sea lo suficientemente alto, y se acostumbra a entrenar al atardecer o por la noche a Eevee, estará preparado para evolucionar en Umbreon. Este Pokémon tiene todo su pelaje de color negro, exceptuando circunferencias de un color amarillo, que puede iluminar a su voluntad. Tiene aspecto de un zorro negro, con una ligera apariencia a gato. Sus ojos rojos son siniestros, llamativos y adaptados a la oscuridad. Este Pokémon tiene una especie de vínculo con la luna de la noche.",
unfezant,"Gris, Unfezant está inspirado en un faisán, un ave cuya diferencia de sexo se basa en un gran colorido y llamativo plumaje en los machos y un color apagado y más sobrio en las hembras; lo mismo sucede con muchas aves del mundo real. Son criaturas pacíficas, aunque también son buenos luchadores. Tienen gran elegancia al volar, y su plumaje les hace ver agraciados. Las hembras, a diferencia de los machos, son más refinadas, aunque por ser su plumaje más opaco no son muy bien vistas en ciertas ocasiones. Las hembras vuelan mejor que los machos. Además, los Unfezant hembra poseen mejores habilidades defensivas aéreas y los Unfezant macho mejores habilidades ofensivas aéreas.",
unown,"Negro, Viven en ruinas. en Johto en las Ruinas Alfa, en Isla Sétima en las Ruinas Sete y en Sinnoh en las Ruinas Sosiego. Van siempre en grupo y al parecer nunca se separan, aunque si eso llegara a ocurrir, el Unown no espera a volver con los demás; se juntan entre sí y forman formas geométricas cuando usan sus poderes, acumulando la energía. Cuando se concentran, dicen su nombre como si fuera una corta cantinela. ",
ursaring,"Marrón, Ursaring está basado en un oso grizzly por su color de pelaje, y su marca en forma de luna en el oso negro asiático, también llamado popularmente Oso de la luna en referencia a que estos osos tienen una marca en forma de V que recuerda a una luna creciente en la cultura china (solo que en Ursaring la marca recuerda a una luna nueva). Asimismo, Ursaring y su concepto de luz de luna son una referencia a la Osa Mayor.",
urshifu,"Gris, Urshifu está basado tanto en un oso tibetano como en un luchador de wushu.",
uxie,"Amarillo, Es uno de los tres elfos de Sinnoh. Cada uno de estos elfos representa una cualidad que tienen los Pokémon y los humanos. Uxie representa la  inteligencia y es el mejor de los tres en cuanto defensa y defensa especial. Sus ojos cerrados significan que está pensando, nunca los abre. Otro motivo por el cual Uxie tiene los ojos cerrados es que si alguien lo viese con los ojos abiertos, perdería por completo la memoria.",
vanillish,"Blanco, Vanillish está basado en un helado de cono. Su cara está formada por nieve a modo de bola de helado, mientras que la parte inferior es un carámbano formado por hielo que simula ser el cono del helado. Posee dos protuberancias de hielo a ambos lados de su cara que actúan como diminutos brazos.",
vanillite,"Blanco, Vanillite está basado en un helado de tarrina. Su cara está compuesta de nieve y posee un cuerpo y brazos de hielo formados por carámbanos. A ambos lados de su cara también posee dos cristales de hielo a modo de mofletes.",
vanilluxe,"Blanco, Vanilluxe está basado en un cono de helado doble con un barquillo. Vanilluxe posee dos montones de nieve a modo de bolas de helado, un carámbano de hielo doble simulando el cono del helado y un pequeño tubo de hielo que imita a un barquillo clavado. También posee varios cristales de hielo en la superficie de las bolas que imitan distintos topings que se le pueden añadir a un helado. Cada una de las bolas posee una cara propia y una protuberancia de hielo que actúa como diminuto brazo.",
vaporeon,"Azul, Si a Eevee se le expone a una piedra agua, evoluciona en Vaporeon. Será un excelente nadador, capaz de hacerse invisible en el agua, y tendrá grandes habilidades acuáticas.",
venipede,"Rojo, Por su cuerpo corre un veneno muy letal que hasta sus enemigos mortales, las aves gigantes, temen. Este Pokémon tiene una naturaleza brutalmente agresiva. Explora su entorno y halla a sus presas mediante la detección de vibraciones en el aire con las antenas en su cabeza y cola.",
venomoth,"Morado, Es un Pokémon insecto basado en una Polilla, es muy venenoso. Posee unas enormes alas cubiertas de sustancias nocivas por lo que cualquier atacante puede sufrir de parálisis o envenenamiento al intentar devorarlas. En su cabeza resaltan tres picos como crestas de su frente y un par de ojos saltones, en su mandíbula posee un par de colmillos.",
venonat,"Morado, Venonat es un Pokémon de tipo bicho. Cubierto de un pelaje púpura, solo sobresalen sus grandes ojos compuestos, un par de antenas blancas y sus pequeñas extremidades inferiores y superiores. ",
venusaur,"Verde, Venusaur, según Ken Sugimori y Junichi Masuda en una entrevista, esta basado en una rana, al igual que toda su línea evolutiva 3. El botón de flor que lleva sobre su lomo se abre completamente, dejando ver una enorme flor rosada, parecida a Rafflesia arnoldii y unas hojas semejantes a las o de una cicadacea, que se nutre de la luz solar por fotosíntesis. A través de ella, Venusaur realiza uno de sus ataques más potentes: rayo solar. Esta planta segrega una savia muy dulce que atrae a muchos Pokémon de tipo bicho. Venusaur tiene la habilidad de liberar un aroma dulce que puede tranquilizar a los demás Pokémon. Los Venusaur son muy longevos y cuando alcanzan una larga edad, el aroma que sale de su flor es tan potente que puede hacer florecer los bosques y hacer brotar a los árboles secos.",
vespiquen,"Amarillo, Vespiquen está basada en una abeja reina. En la parte de abajo tiene una colmena parecida a un vestido, y en medio de ella se esconde un aguijón, los Combee la cuidan y la alimentan. Destaca la joya que lleva en su frente, muy similar al triángulo rojo que llevan las Combee hembras. Esto podría indicar que el triángulo rojo de las Combee se transforma en esta joya durante su evolución a Vespiquen.",
